-38.16108494773826  , 33.80773141165026  ,0.0 ,0.0 ,0.0 ,-0.9986508559077281  ,-0.05053420175515699   ,0
-42.43838105489959  , 34.78260032539004  ,0.0 ,0.0 ,0.0 ,-0.9958986282829758  ,-0.08942655620698392   ,0
-48.844369179453665 , 35.55449217659725  ,0.0 ,0.0 ,0.0 ,-0.9905675377764374  ,-0.13625293364296845   ,0
-56.99019879665113  , 35.625516240054836 ,0.0 ,0.0 ,0.0 ,-0.9903096552658667  ,-0.13743045709668406   ,0
-78.99764678567078  , 43.295693562527724 ,0.0 ,0.0 ,0.0 ,-0.9910836936349009  ,-0.1311403634453122    ,0
-90.61930860142574  , 48.62137329973972  ,0.0 ,0.0 ,0.0 ,0.9331841760963245   ,0.3586848053063887     ,0
-92.94009688615353  , 50.035387428645365 ,0.0 ,0.0 ,0.0 ,0.7966690773329128   ,0.60385827657276       ,0
-94.01341411254018  , 55.86137307867712  ,0.0 ,0.0 ,0.0 ,0.7633086709964094   ,0.6457316894619142     ,0
-95.03068275534207  , 63.80675080116379  ,0.0 ,0.0 ,0.0 ,0.896285616728714    ,0.44341891319792204    ,0
-103.74330305721907 , 68.03522137865997  ,0.0 ,0.0 ,0.0 ,0.9948430193732531   ,0.10126770400790891    ,0
-114.04857332706793 , 74.3780885965032   ,0.0 ,0.0 ,0.0 ,0.9601843397111077   ,0.27909946952920905    ,0
-117.70582741041659 , 76.10244606197622  ,0.0 ,0.0 ,0.0 ,0.948774443877336    ,0.31542747944851734    ,0
-127.84866204537312 , 81.08810667165582  ,0.0 ,0.0 ,0.0 ,0.9808735413124532   ,0.19424555123017306    ,0
-130.41792911474914 , 81.78620167214783  ,0.0 ,0.0 ,0.0 ,0.9955112849511358   ,0.08957336127430637    ,0
-133.47760472051158 , 81.85890508413189  ,0.0 ,0.0 ,0.0 ,0.9994013344527182   ,-0.0006593929665773546 ,0
-134.67780729322826 ,104.96087366664659  ,0.0 ,0.0 ,0.0 ,0.6515840418168374   ,0.7582833480281279     ,0
-133.85909665588457 ,109.28574625816955  ,0.0 ,0.0 ,0.0 ,0.6187014815169757   ,0.7850173424507879     ,0
-133.72311152811108 ,111.34528557406155  ,0.0 ,0.0 ,0.0 ,0.6795413845953466   ,0.7331424523116825     ,0
-99.31563769869571  ,144.08869651046837  ,0.0 ,0.0 ,0.0 ,-0.18984144977197503 ,0.9817384125033353     ,0
-94.70270538556025  ,143.00912842919234  ,0.0 ,0.0 ,0.0 ,-0.04840356815252006 ,0.9987635035991473     ,0
-24.823193634985024 ,127.66803797165115  ,0.0 ,0.0 ,0.0 ,0.7381156304767762   ,-0.6746358922764643    ,0
-24.823193634985024 ,127.66803797165115  ,0.0 ,0.0 ,0.0 ,0.7381156304767762   ,-0.6746358922764643    ,0
