waypoint_data
"[(0.0,0.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,0.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,0.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,0.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.17093676328659058,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0470958836376667,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,0.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.005815582815557718,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.005815582815557718,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.005815582815557718,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.16577674448490143,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.16577674448490143,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.16577674448490143,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.32057785987854004,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.25865739583969116,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(-0.04707580432295799,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.1606167107820511,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.1606167107820511,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.04193584620952606,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0470958836376667,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0470958836376667,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0470958836376667,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0728960707783699,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(-0.10383621603250504,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(-0.10383621603250504,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.28445759415626526,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.238017275929451,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,0.0,0.0),(0.0,0.0,0.0,1.0)],1"
"[(0.0470958836376667,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0470958836376667,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0470958836376667,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(-0.03159569203853607,1.0,0.0),(0.0,0.0,0.0,1.0)],1"
"[(-0.03159569203853607,1.0,0.0),(0.0,0.0,0.0,1.0)],1"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],1"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],1"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],1"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,0.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,0.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,0.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,0.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,0.0,0.0),(0.0,0.0,0.0,1.0)],0"
