waypoint_data
"[(0.0,0.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,0.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.03161577135324478,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,0.3333333432674408,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,0.3333333432674408,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,0.0,0.0),(0.0,0.0,0.0,1.0)],1"
"[(0.0,0.3333333432674408,0.0),(0.0,0.0,0.0,1.0)],1"
"[(0.0,0.3333333432674408,0.0),(0.0,0.0,0.0,1.0)],1"
"[(0.0,0.3333333432674408,0.0),(0.0,0.0,0.0,1.0)],1"
"[(0.0,0.0,0.0),(0.0,0.0,0.0,1.0)],1"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(-0.07803602516651154,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.02645573392510414,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.03677580878138542,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.05741595849394798,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.05741595849394798,0.3333333432674408,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.10901632905006409,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0728960707783699,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.01613565720617771,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.2018970102071762,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.16577674448490143,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.02645573392510414,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.03677580878138542,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(-0.12963640689849854,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(-0.05739587917923927,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(-0.05739587917923927,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(-0.2276771068572998,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(-0.2276771068572998,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(-0.2276771068572998,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(-0.08319607377052307,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(-0.08319607377052307,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(-0.4289185702800751,0.9294350147247314,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,0.3333333432674408,0.0),(0.0,0.0,0.0,1.0)],1"
"[(0.0,0.3333333432674408,0.0),(0.0,0.0,0.0,1.0)],1"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],1"
"[(-0.06255591660737991,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.03677580878138542,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.005815582815557718,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.005815582815557718,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.1760968267917633,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.005815582815557718,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.0,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.04193584620952606,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.08321613818407059,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
"[(0.08321613818407059,1.0,0.0),(0.0,0.0,0.0,1.0)],0"
